T,X,Y,Z,Label,Perimeter,Volume,Intensity,ExtentX,ExtentY,ExtentZ
31,264,351,9,645,103.82555627591054,18900,8217,45,60,7
31,107,332,13,706,136.3213647663431,42780,24644,69,62,10
32,641,271,16,4,123.48965885326962,31801,15616,49,59,11
32,550,180,9,67,139.19212785214864,45540,22397,69,66,10
32,491,275,22,131,126.66776032708579,34320,17407,66,65,8
32,412,394,12,194,141.26003716099234,47600,24000,68,70,10
32,493,365,6,259,124.01424808749236,32208,18352,61,66,8
32,368,230,8,322,118.67425655967504,28224,16400,63,64,7
32,310,347,22,386,120.07055237997417,29232,16962,58,63,8
32,175,221,18,449,137.90260934675342,44286,22856,61,66,11
32,464,142,14,515,122.17748193892554,30798,16314,59,58,9
32,342,179,19,564,119.35154979716116,28710,13151,55,58,9
32,238,194,10,614,102.54074363522332,18207,11438,51,51,7
32,158,242,10,629,106.81496980725986,20580,12035,49,60,7
32,287,347,8,646,84.06453978480792,10032,5384,38,44,6
32,242,349,10,675,84.86140757430678,10320,6219,40,43,6
32,105,327,14,706,142.98775353481093,49368,25667,68,66,11
33,634,281,16,4,120.75262362024819,29733,14995,53,51,11
33,547,188,9,67,135.71320783434234,42210,23011,70,67,9
33,489,260,22,131,126.64807307772811,34304,18350,64,67,8
33,407,399,13,194,137.05036988306793,43470,25486,69,70,9
33,493,369,6,259,131.73977957929344,38610,20796,65,66,9
33,364,215,8,322,125.3751419670282,33280,19045,65,64,8
33,314,336,22,386,131.53473678940946,38430,19105,61,63,10
33,168,205,18,449,137.05036988306793,43470,23362,63,69,10
33,483,137,14,515,122.70677157341777,31200,18161,60,65,8
33,322,191,21,564,116.06064350704933,26400,15403,55,60,8
33,264,193,10,614,121.48327671707472,30276,16287,58,58,9
33,145,240,9,629,116.13094070382957,26448,15259,57,58,8
33,287,350,8,646,92.18712690053256,13230,6862,45,49,6
33,214,348,10,675,83.94706073805588,9990,5967,37,45,6
33,99,305,15,706,140.72183416017018,47058,25861,69,62,11
34,624,286,17,4,122.58867066159053,31110,16141,61,51,10
34,548,184,10,67,147.19566841095525,53856,25980,72,68,11
34,479,252,22,131,139.21250140745312,45560,21037,67,68,10
34,401,403,14,194,152.9682849739657,60444,28738,69,73,12
34,510,360,7,259,138.51642726993398,44880,23834,66,68,10
34,370,208,7,322,132.41193294680517,39204,21106,66,66,9
34,311,334,21,386,126.01482213155039,33792,19271,64,66,8
34,167,201,19,449,139.21250140745312,45560,25932,67,68,10
34,482,124,13,515,127.55470542464828,35046,20613,59,66,9
34,302,194,20,564,124.8784068152453,32886,17436,58,63,9
34,273,195,9,614,119.47613396882024,28800,15675,60,60,8
34,138,237,9,629,119.46507033934974,28792,16933,61,59,8
34,301,343,8,646,96.68812040104271,15264,8696,48,53,6
34,211,341,11,675,98.42202371926084,16100,9531,46,50,7
34,103,297,15,706,142.62187611944276,48990,25476,71,69,10
35,619,289,18,4,130.09285968550347,37180,17511,65,52,11
35,547,182,10,67,146.00535484093376,52560,26317,73,72,10
35,476,260,21,131,133.01711472334537,39744,21744,64,69,9
35,406,406,15,194,150.60363515194567,57684,30922,69,76,11
35,515,362,7,259,141.26003716099234,47600,24578,68,70,10
35,374,210,7,322,126.66776032708579,34320,19890,66,65,8
35,310,332,21,386,131.71930401483883,38592,21446,64,67,9
35,169,210,19,449,141.26003716099234,47600,26272,68,70,10
35,470,134,14,515,136.44870847865897,42900,23106,65,66,10
35,298,195,20,564,134.92629068775832,41480,20457,61,68,10
35,281,191,9,614,126.96233757477646,34560,18619,60,64,9
35,136,232,9,629,125.63704844108912,33489,18788,61,61,9
35,314,352,7,646,105.83720354572802,20020,11889,52,55,7
35,196,345,11,675,107.83460162716335,21175,12328,55,55,7
35,107,289,14,706,142.98775353481093,49368,24284,68,66,11
36,625,283,17,4,138.08298009495573,44460,21251,65,57,12
36,553,173,10,67,146.66902466559432,53280,27710,74,72,10
36,471,265,21,131,133.70633487533766,40365,22172,65,69,9
36,407,410,14,194,148.62484195016847,55440,29280,72,77,10
36,511,347,7,259,137.03145072630036,43452,24279,68,71,9
36,368,208,7,322,135.06385240784215,41607,21765,69,67,9
36,310,345,21,386,141.230354445859,47570,22276,67,71,10
36,175,218,20,449,146.53125544618882,53130,27973,69,70,11
36,468,131,14,515,141.4743716462312,47817,24523,63,69,11
36,305,184,20,564,133.057264775504,39780,20288,65,68,9
36,279,183,9,614,127.6638011889345,35136,19714,61,64,9
36,135,217,9,629,131.53473678940946,38430,20456,61,63,10
36,331,350,7,646,114.09313386141301,25080,13545,55,57,8
36,187,336,11,675,115.41224649474638,25960,14795,55,59,8
36,102,283,13,706,111.1759517885117,23205,11636,65,51,7
37,623,280,18,4,144.93075946317197,51408,26370,68,63,12
37,552,175,10,67,153.45935827824238,61028,31678,76,73,11
37,465,271,22,131,136.15546142493997,42624,22064,64,74,9
37,418,411,14,194,153.26801224652792,60800,30909,76,80,10
37,520,338,7,259,144.6407389766661,51100,28141,70,73,10
37,365,215,7,322,131.13420222443764,38080,22960,70,68,8
37,301,359,21,386,145.9497760937133,52500,25569,70,75,10
37,177,225,20,449,154.17019921845437,61880,24628,68,70,13
37,459,127,14,515,137.69990740586115,44091,24747,69,71,9
37,307,193,20,564,137.14488740949858,43560,22943,66,66,10
37,275,189,9,614,132.4017996389714,39195,22230,65,67,9
37,141,211,10,629,137.81328608791844,44200,23819,68,65,10
37,337,356,6,646,111.05284564094957,23128,14244,56,59,7
37,193,348,11,675,118.09963566224317,27816,15934,57,61,8
37,93,278,12,706,112.1401454401195,23814,12107,54,49,9
38,618,285,18,4,143.17288111302403,49560,23780,70,59,12
38,552,181,10,67,147.93355362224437,54670,28674,71,77,10
38,459,270,21,131,141.1808555092217,47520,24520,66,72,10
38,410,408,14,194,150.0059953925513,57000,31595,75,76,10
38,524,345,6,259,139.01768993908436,45369,25469,71,71,9
38,372,207,6,322,133.73614012261902,40392,21834,66,68,9
38,296,364,21,386,136.38506634793487,42840,22891,70,68,9
38,181,236,19,449,149.30975873052716,56210,24700,70,73,11
38,457,125,13,515,140.56416362338018,46900,26455,67,70,10
38,313,189,20,564,134.3491636749086,40950,23041,65,70,9
38,280,182,9,614,131.07103821657165,38025,21546,65,65,9
38,150,210,10,629,135.05627756071894,41600,21384,64,65,10
38,340,350,6,646,118.80865560607805,28320,15257,60,59,8
38,195,345,10,675,128.65407884125682,35960,19138,58,62,10
38,111,314,15,707,89.37047392410898,12054,6808,41,42,7
38,81,251,12,722,94.71838815424042,14350,7514,50,41,7
39,607,293,18,4,135.487770196973,42000,19490,75,56,10
39,547,180,10,67,147.32674209411465,54000,30762,72,75,10
39,457,276,21,131,135.71320783434234,42210,22496,70,67,9
39,407,407,14,194,148.57120613102137,55380,30612,71,78,10
39,517,331,7,259,140.28387541481402,46620,26642,70,74,9
39,377,204,6,322,138.36193636852224,44730,24596,70,71,9
39,293,360,20,386,144.65960680090527,51120,24366,71,72,10
39,186,247,21,449,137.03145072630036,43452,24251,68,71,9
39,451,123,14,515,150.82262703624417,57936,29069,68,71,12
39,320,191,19,564,133.07733071831694,39798,23147,66,67,9
39,270,183,9,614,135.75606351188398,42250,23423,65,65,10
39,144,205,10,629,133.63452694805937,40300,22965,62,65,10
39,340,347,6,646,114.90617649345907,25620,15554,60,61,7
39,199,336,9,675,122.07425120829699,30720,17713,60,64,8
39,116,330,15,707,97.50052293438934,15652,8057,52,43,7
39,82,252,11,722,93.59624832867179,13846,7641,46,43,7
40,606,293,18,4,124.71871558373427,32760,12776,70,52,9
40,550,172,11,67,130.4511030431719,37488,15214,71,66,8
40,460,263,21,131,117.6435821459277,27495,10623,47,65,9
40,410,407,14,194,131.91356547588057,38763,17049,59,73,9
40,517,329,7,259,145.98683329375535,52540,28318,71,74,10
40,383,200,6,322,136.99359673246096,43416,24941,67,72,9
40,291,353,20,386,140.96662019449974,47304,24452,72,73,9
40,186,246,20,449,140.2387245023247,46575,24168,69,75,9
40,452,113,14,515,146.00535484093376,52560,29044,72,73,10
40,323,180,19,564,142.62187611944276,48990,26549,69,71,10
40,267,172,9,614,139.86133106185704,46200,23320,66,70,10
40,147,213,9,629,133.73614012261902,40392,23712,66,68,9
40,335,349,6,646,122.76966588047017,31248,17912,62,63,8
40,202,334,10,675,129.72324912304748,36864,21005,64,64,9
40,112,329,15,707,99.71719887418163,16744,10143,52,46,7
40,77,248,11,722,105.09184639542863,19600,11501,50,49,8
41,605,288,18,4,123.33283736761413,31680,13749,66,60,8
41,549,172,11,67,118.04299857526148,27776,14946,56,62,8
41,475,257,21,132,83.66601725277593,9890,4804,43,46,5
41,439,273,20,163,86.15720143926067,10800,5691,36,50,6
41,413,393,13,194,123.54270646899941,31842,15581,58,61,9
41,519,329,9,259,115.01968480025721,25696,11356,44,73,8
41,386,207,6,322,138.98091033820413,45333,25809,69,73,9
41,297,342,20,386,115.63706074787338,26112,10778,51,64,8
41,188,244,19,449,107.17705721981848,20790,10786,54,55,7
41,448,111,14,515,146.66902466559432,53280,30677,72,74,10
41,316,172,20,564,142.63157960811873,49000,27547,70,70,10
41,268,176,9,614,136.38506634793487,42840,23640,68,70,9
41,144,217,9,629,140.56416362338018,46900,25665,67,70,10
41,331,343,6,646,124.71871558373427,32760,17540,63,65,8
41,201,336,9,675,129.0227171851463,36270,21116,62,65,9
41,112,334,15,707,109.94056118158488,22440,12754,55,51,8
41,72,246,11,722,110.7672129817021,22950,12568,51,50,9
42,630,253,19,5,104.328510164377,19176,10047,51,47,8
42,599,303,17,36,86.02937157580024,10752,4918,48,32,7
42,570,168,12,68,97.04784062975757,15435,8166,45,49,7
42,517,194,8,99,88.90841018304252,11868,6070,46,43,6
42,495,246,22,132,86.6805324476971,10998,6447,39,47,6
42,431,284,20,163,94.37833879444118,14196,6811,39,52,7
42,446,402,17,195,95.58825287163249,14749,8780,43,49,7
42,391,398,12,226,89.8278085121883,12240,7124,40,51,6
42,391,226,8,322,107.90415484574781,21216,9514,51,52,8
42,306,345,20,386,85.55468381467225,10575,5454,45,47,5
42,197,221,20,450,89.59234790794609,12144,5525,44,46,6
42,169,252,19,481,81.6732067498444,9200,5063,40,46,5
42,456,115,14,515,149.32923561031114,56232,31274,71,72,11
42,321,172,19,564,137.70927602117143,44100,25354,70,70,9
42,262,172,9,614,137.83406927117548,44220,23439,66,67,10
42,149,220,9,629,133.01711472334537,39744,23255,64,69,9
42,342,345,5,646,115.08529786913674,25740,15778,65,66,6
42,199,340,9,675,121.43510729223225,30240,18958,60,63,8
42,105,348,15,707,111.37203814608486,23328,14577,54,54,8
42,71,244,9,722,107.2079796269641,20808,11952,51,51,8
43,629,240,19,5,109.94056118158488,22440,12315,55,51,8
43,598,301,18,36,104.94866931569162,19520,8566,61,40,8
43,572,172,11,68,104.328510164377,19176,10678,47,51,8
43,516,208,7,99,99.82824261723975,16800,9802,48,50,7
43,494,245,21,132,102.05977622831341,17952,9350,44,51,8
43,437,295,19,163,100.48937607399021,17136,9760,48,51,7
43,457,409,16,195,103.67151219763569,18816,11712,48,56,7
43,387,411,12,226,106.33531783422163,20304,11182,47,54,8
43,531,336,8,260,90.46421732147812,12502,6458,38,47,7
43,465,343,7,291,88.03076817538248,11520,5635,40,48,6
43,402,211,8,323,79.85764198898009,8600,4780,40,43,5
43,355,233,8,354,88.93836584911749,11880,6158,44,45,6
43,321,353,21,387,91.89353533608973,13104,7028,39,48,7
43,253,352,19,418,93.53311424656111,13818,7457,42,47,7
43,206,217,22,450,87.41514825684186,11280,6712,40,47,6
43,154,266,20,481,102.42233620469133,18144,7927,54,48,7
43,454,126,15,515,153.47779626451597,61050,32083,75,74,11
43,330,186,19,564,145.33559608971066,51840,26856,72,72,10
43,263,172,9,614,134.38852186191914,40986,24196,66,69,9
43,150,207,10,629,139.1513628394638,45500,25345,65,70,10
43,322,346,5,646,120.52884137347945,29568,16927,64,66,7
43,189,345,8,675,130.3745022604129,37422,20276,63,66,9
43,95,347,15,707,116.54222845703853,26730,15840,55,54,9
43,74,239,10,722,105.09184639542863,19600,12875,49,50,8
44,630,232,19,5,119.37648743888086,28728,16944,57,56,9
44,585,300,18,36,114.7084957869345,25488,12168,59,54,8
44,570,160,12,68,115.81834500790832,26235,14477,55,53,9
44,532,220,8,99,113.91087614876999,24960,12832,52,60,8
44,483,228,22,132,107.03251617159003,20706,11322,51,58,7
44,434,293,19,163,105.1918386977998,19656,10970,52,54,7
44,462,408,17,195,111.72104972024503,23548,14586,58,58,7
44,373,406,12,226,113.42198225173051,24640,14364,55,56,8
44,545,350,7,260,94.84143913788111,14406,8269,42,49,7
44,472,359,7,291,99.07384419667203,16422,9683,46,51,7
44,419,235,6,323,89.23681897802845,12000,6744,40,50,6
44,349,242,7,354,90.55578035697779,12540,7761,38,55,6
44,323,356,21,387,92.61713627314624,13416,7275,43,52,6
44,248,345,19,418,93.92407588414781,13992,8535,44,53,6
44,203,208,21,450,105.1918386977998,19656,10282,54,52,7
44,148,268,19,481,98.42202371926084,16100,9397,46,50,7
44,453,134,13,515,152.10123963435123,59422,32020,74,73,11
44,332,187,19,564,143.94866743664218,50370,27443,69,73,10
44,272,168,9,614,136.38506634793487,42840,25071,68,70,9
44,162,214,10,629,146.47055483632423,53064,26696,67,72,11
44,329,352,6,646,125.3751419670282,33280,19067,64,65,8
44,185,340,10,675,134.31634756132303,40920,21858,62,66,10
44,89,345,14,707,115.71229633236938,26163,13375,51,57,9
44,81,235,9,722,109.97974171276405,22464,12590,52,54,8
45,639,219,19,5,130.81200386906445,37800,19234,63,60,10
45,581,305,17,36,115.41224649474638,25960,12473,59,55,8
45,584,147,12,68,131.36337815768346,38280,19516,58,66,10
45,524,238,6,99,107.17705721981848,20790,13220,54,55,7
45,489,218,23,132,116.75982087497064,26880,15182,56,60,8
45,427,309,20,163,109.76062540798104,22330,11391,55,58,7
45,474,401,18,195,118.78627687968579,28304,16391,58,61,8
45,360,401,12,226,118.80865560607805,28320,15797,59,60,8
45,549,353,8,260,92.61713627314624,13416,5750,39,43,8
45,458,365,8,291,108.59146098680837,21624,12608,53,51,8
45,426,244,6,323,92.89245637150138,13536,8628,48,47,6
45,347,248,7,354,98.9409400997851,16356,9513,47,58,6
45,329,346,21,387,105.09184639542863,19600,11449,50,56,7
45,251,331,19,418,99.88762885528983,16830,9836,51,55,6
45,207,196,21,450,115.7785995191978,26208,14585,52,56,9
45,136,266,20,481,111.35930554758063,23320,12867,53,55,8
45,459,138,13,515,111.72737522414941,23552,10488,46,64,8
45,337,192,19,564,109.66551216675157,22272,8964,48,58,8
45,271,166,9,614,138.4855566588671,44850,24308,65,69,10
45,166,204,11,629,138.52671441644563,44890,25595,67,67,10
45,327,346,7,646,123.33283736761413,31680,18173,60,66,8
45,189,335,11,675,134.31634756132303,40920,21146,62,66,10
45,87,341,14,707,117.24430700909593,27216,15388,54,56,9
45,92,236,8,722,107.19423853739718,20800,12049,52,50,8
46,637,212,20,5,127.98274455689278,35400,19663,59,60,10
46,576,316,17,36,112.89787211053239,24300,8579,54,50,9
46,599,147,11,68,120.08287362709812,29241,17940,57,57,9
46,525,251,6,99,120.75668471608834,29736,16214,56,59,9
46,505,212,23,132,118.80865560607805,28320,15487,59,60,8
46,429,320,20,163,114.7804584756891,25536,14804,56,57,8
46,483,401,18,195,118.04299857526148,27776,15963,56,62,8
46,348,413,14,226,125.53567369418623,33408,18802,58,64,9
46,559,347,9,260,86.53843295937689,10944,2960,32,38,9
